Trading name,CLUE small area,Seating type,Number of seats,Longitude,Latitude,derived_cuisine
Humble Rays,Carlton,Seats - Outdoor,12,144.961410001,-37.80477948,Other Cuisines
Manja Melbourne,Carlton,Seats - Outdoor,6,144.960508626,-37.80570036,Other Cuisines
Inistudio,Carlton,Seats - Indoor,16,144.961215681,-37.80453213,Other Cuisines
Ej's Cafe,Carlton,Seats - Outdoor,40,144.965492645,-37.80548997,Cafe / Coffee Shop
The Best Guilin Rice Noodles,Carlton,Seats - Indoor,30,144.965421152,-37.80670799,Other Cuisines
Hi Chong Qing Cafe & Noodle Bar,Carlton,Seats - Outdoor,6,144.965400643,-37.80634019,Chinese
Carlton Megabytes,Carlton,Seats - Indoor,33,144.965526156,-37.80671734,Other Cuisines
Jin Zhou Yu BBQ,Carlton,Seats - Indoor,50,144.966441303,-37.80566982,Korean
Epocha Restaurant,Carlton,Seats - Indoor,100,144.968594354,-37.80578725,Korean
The Potter Espresso Bar,Parkville,Seats - Outdoor,66,144.961258672,-37.79738772,Cafe / Coffee Shop
Sage And Grace - The Communitas Café,Parkville,Seats - Outdoor,4,144.960593135,-37.79301729,Other Cuisines
North End Deli,North Melbourne,Seats - Indoor,15,144.938197912,-37.79557662,Other Cuisines
Twenty & Six Espresso,North Melbourne,Seats - Indoor,17,144.947539147,-37.80257071,Cafe / Coffee Shop
Temple Arden,North Melbourne,Seats - Indoor,40,144.945468682,-37.80085798,Other Cuisines
Manze,North Melbourne,Seats - Indoor,24,144.948978856,-37.80488638,Other Cuisines
The Hot Poppy,North Melbourne,Seats - Indoor,16,144.948970536,-37.80473151,Other Cuisines
Toast Kitchen Cafe,North Melbourne,Seats - Indoor,34,144.94904224,-37.80463699,Cafe / Coffee Shop
Cielo Gelateria,North Melbourne,Seats - Outdoor,6,144.949079409,-37.80430342,Other Cuisines
Bistro De Paris,North Melbourne,Seats - Indoor,32,144.949205167,-37.80360299,Western / Pub / Bistro
Errol's Cafe,North Melbourne,Seats - Indoor,40,144.949083435,-37.80345572,Cafe / Coffee Shop
Snax Cafe,North Melbourne,Seats - Indoor,36,144.94928705,-37.80323404,Cafe / Coffee Shop
Lumen People,North Melbourne,Seats - Indoor,25,144.94871348,-37.80474738,Other Cuisines
Royal Kebab Cafe,North Melbourne,Seats - Indoor,15,144.948423728,-37.79508314,Middle Eastern
Flava Korean Bbq,North Melbourne,Seats - Indoor,70,144.950043914,-37.80411038,Korean
KL Bunga Raya,North Melbourne,Seats - Indoor,30,144.949722464,-37.80435713,Other Cuisines
Arbutus,North Melbourne,Seats - Indoor,18,144.949580943,-37.80489365,Other Cuisines
Roasting Warehouse,North Melbourne,Seats - Indoor,60,144.950594501,-37.80447359,Other Cuisines
El Sabor,North Melbourne,Seats - Indoor,70,144.949681151,-37.804917,Other Cuisines
CC Wok,North Melbourne,Seats - Indoor,28,144.950540687,-37.80500905,Chinese
Le Toaster,North Melbourne,Seats - Indoor,7,144.952776962,-37.80357227,Other Cuisines
Pho Victoria,North Melbourne,Seats - Outdoor,6,144.953960605,-37.80542263,Vietnamese
KATHMANDU BANQUET,North Melbourne,Seats - Indoor,200,144.954134039,-37.80544377,Other Cuisines
Yeonga,North Melbourne,Seats - Indoor,150,144.956922989,-37.80560474,Other Cuisines
Maria's Trattoria,North Melbourne,Seats - Outdoor,4,144.956459859,-37.80519937,Italian
Hallah,North Melbourne,Seats - Indoor,60,144.957390153,-37.80580455,Other Cuisines
Donwoori,North Melbourne,Seats - Indoor,36,144.957390153,-37.80580455,Other Cuisines
Donwoori,North Melbourne,Seats - Outdoor,16,144.957390153,-37.80580455,Other Cuisines
The Galbi,North Melbourne,Seats - Indoor,45,144.957390153,-37.80580455,Other Cuisines
Dancing Flame Charcoal Grill,North Melbourne,Seats - Outdoor,8,144.958291779,-37.80471151,Western / Pub / Bistro
BBQ Brothers 10,North Melbourne,Seats - Indoor,76,144.958123243,-37.80460731,Korean
BBQ Brothers 10,North Melbourne,Seats - Outdoor,12,144.958123243,-37.80460731,Korean
I Wrap Cafe,North Melbourne,Seats - Outdoor,6,144.958148416,-37.8044425,Cafe / Coffee Shop
I Wrap Cafe,North Melbourne,Seats - Indoor,24,144.958148416,-37.8044425,Cafe / Coffee Shop
Little Ivy Tea And Coffee,North Melbourne,Seats - Indoor,16,144.95601867,-37.80337398,Cafe / Coffee Shop
Affinity On Errol,North Melbourne,Seats - Outdoor,14,144.950095564,-37.80223499,Other Cuisines
Mörk Chocolate Brew House,North Melbourne,Seats - Outdoor,20,144.950189192,-37.80154511,Other Cuisines
Mörk Chocolate Brew House,North Melbourne,Seats - Indoor,20,144.950189192,-37.80154511,Other Cuisines
The Rice Cooker,North Melbourne,Seats - Outdoor,10,144.955200107,-37.80067768,Other Cuisines
The Rice Cooker,North Melbourne,Seats - Indoor,50,144.955200107,-37.80067768,Other Cuisines
A Treat of France,North Melbourne,Seats - Outdoor,4,144.955169656,-37.80032188,Other Cuisines
Joe's Eatery,North Melbourne,Seats - Outdoor,60,144.954318992,-37.7997297,Other Cuisines
Mum Mum Asian Street Food,North Melbourne,Seats - Outdoor,8,144.954000416,-37.79936937,Other Cuisines
Souvs On Spencer,West Melbourne (Residential),Seats - Outdoor,4,144.944905055,-37.80643135,Other Cuisines
Apollo Cafe,West Melbourne (Residential),Seats - Indoor,44,144.946624618,-37.80784196,Cafe / Coffee Shop
Udom House,West Melbourne (Residential),Seats - Indoor,26,144.950026368,-37.80547842,Other Cuisines
Smile Thai Cuisine,West Melbourne (Residential),Seats - Indoor,22,144.94963128,-37.80538852,Thai
Amiconi,West Melbourne (Residential),Seats - Indoor,60,144.949585089,-37.80538446,Other Cuisines
Amiconi,West Melbourne (Residential),Seats - Outdoor,8,144.949585089,-37.80538446,Other Cuisines
279,West Melbourne (Residential),Seats - Outdoor,6,144.951970327,-37.80566937,Other Cuisines
Warung Agus,West Melbourne (Residential),Seats - Indoor,60,144.951366386,-37.80562951,Other Cuisines
Embassy Cafe,West Melbourne (Residential),Seats - Indoor,40,144.947787012,-37.80811131,Cafe / Coffee Shop
Embassy Cafe,West Melbourne (Residential),Seats - Outdoor,24,144.947787012,-37.80811131,Cafe / Coffee Shop
The Secret Recipe,West Melbourne (Residential),Seats - Indoor,32,144.948789522,-37.80897146,Other Cuisines
Le Taj Restaurant,West Melbourne (Residential),Seats - Outdoor,4,144.952039324,-37.80775631,Other Cuisines
Jusik The Korean Restaurant,West Melbourne (Residential),Seats - Indoor,20,144.955423427,-37.80718433,Korean
Korean BBQ Matzip,West Melbourne (Residential),Seats - Outdoor,8,144.955603657,-37.80606639,Korean
The Studio Beans,West Melbourne (Residential),Seats - Indoor,30,144.948450986,-37.81025507,Other Cuisines
Cassette,Kensington,Seats - Indoor,80,144.933807982,-37.79511706,Other Cuisines
Sahara Restaurant,Kensington,Seats - Indoor,60,144.931523215,-37.79484451,Other Cuisines
Grounded House,Kensington,Seats - Outdoor,3,144.929445017,-37.79458129,Other Cuisines
Hungry Jack's Pty Ltd,Kensington,Seats - Indoor,36,144.91876537,-37.79214606,Other Cuisines
Rye Cafe,Kensington,Seats - Outdoor,16,144.915521168,-37.78257295,Cafe / Coffee Shop
The Grey Smith,East Melbourne,Seats - Outdoor,6,144.985988908,-37.81609348,Other Cuisines
Geppetto Trattoria,East Melbourne,Seats - Indoor,40,144.987427268,-37.81636296,Italian
Alley Cat,East Melbourne,Seats - Outdoor,20,144.985625385,-37.81004656,Other Cuisines
Roccella,East Melbourne,Seats - Indoor,200,144.984161853,-37.81229599,Other Cuisines
Zouki Cafe,East Melbourne,Seats - Outdoor,15,144.984161853,-37.81229599,Cafe / Coffee Shop
KereKere Green,East Melbourne,Seats - Indoor,40,144.980455702,-37.81296163,Other Cuisines
Parade Place,East Melbourne,Seats - Indoor,26,144.982294313,-37.80943194,Other Cuisines
Solah,East Melbourne,Seats - Outdoor,12,144.979979104,-37.80919457,Other Cuisines
Cafe Ecco,East Melbourne,Seats - Outdoor,24,144.973619012,-37.80849653,Cafe / Coffee Shop
Zouki Cafe,East Melbourne,Seats - Indoor,52,144.976255689,-37.80899035,Cafe / Coffee Shop
Basement Espresso,East Melbourne,Seats - Indoor,94,144.977894549,-37.80895362,Cafe / Coffee Shop
Zouki on the Park,East Melbourne,Seats - Outdoor,15,144.977340439,-37.81154318,Other Cuisines
Mr Tod,East Melbourne,Seats - Outdoor,47,144.97574558,-37.81162321,Other Cuisines
Mugs Alley,East Melbourne,Seats - Indoor,40,144.975927502,-37.81642072,Other Cuisines
Beddgood & Co,East Melbourne,Seats - Indoor,41,144.979983698,-37.81680765,Other Cuisines
Edwin's Cafe,Melbourne (Remainder),Seats - Indoor,150,144.982385438,-37.82487805,Cafe / Coffee Shop
Edwin's Cafe,Melbourne (Remainder),Seats - Outdoor,24,144.982385438,-37.82487805,Cafe / Coffee Shop
Delisure Kitchen,Melbourne (Remainder),Seats - Outdoor,25,144.975719407,-37.83548357,Other Cuisines
Nar Bangkok,Melbourne (Remainder),Seats - Indoor,48,144.975719407,-37.83548357,Thai
McDonald's,Melbourne (Remainder),Seats - Outdoor,10,144.976192013,-37.83615254,Other Cuisines
Moody Brew Coffee Bar,Melbourne (Remainder),Seats - Outdoor,15,144.977193113,-37.83854242,Cafe / Coffee Shop
Slater St Bench,Melbourne (Remainder),Seats - Indoor,6,144.977193113,-37.83854242,Other Cuisines
Tapenade Melbourne,Melbourne (Remainder),Seats - Outdoor,8,144.979819038,-37.8455379,Other Cuisines
Hawker Canteen,Melbourne (Remainder),Seats - Indoor,15,144.979819038,-37.8455379,Other Cuisines
Rice @ Chevron,Melbourne (Remainder),Seats - Outdoor,12,144.979819038,-37.8455379,Other Cuisines
Alf's Cafe,Melbourne (Remainder),Seats - Indoor,40,144.98005912,-37.84607473,Cafe / Coffee Shop
McDonalds,Southbank,Seats - Outdoor,44,144.957875171,-37.82832668,Other Cuisines
Betwixt Cafe & Bar,Southbank,Seats - Outdoor,53,144.96754497,-37.82519306,Cafe / Coffee Shop
Betwixt Cafe & Bar,Southbank,Seats - Indoor,47,144.96754497,-37.82519306,Cafe / Coffee Shop
Malthouse Theatre Cafe,Southbank,Seats - Outdoor,40,144.966959082,-37.8271278,Cafe / Coffee Shop
Jubilee On Dorcas,Southbank,Seats - Indoor,60,144.966296035,-37.83070461,Other Cuisines
Rosella x 31,Southbank,Seats - Indoor,20,144.970707242,-37.82912559,Other Cuisines
Humbaba,Southbank,Seats - Indoor,30,144.969568044,-37.83002436,Other Cuisines
Queenie's Restaurant & Cafe,Southbank,Seats - Indoor,45,144.96939214,-37.82956555,Cafe / Coffee Shop
Lionel Gell Lounge,Southbank,Seats - Indoor,30,144.969319749,-37.82456191,Other Cuisines
Pawa Cafe & Bar,Southbank,Seats - Outdoor,20,144.968224607,-37.82094494,Cafe / Coffee Shop
Teatro,Southbank,Seats - Indoor,100,144.968224607,-37.82094494,Cafe / Coffee Shop
Hophaus,Southbank,Seats - Outdoor,120,144.966262253,-37.82066924,Other Cuisines
Hophaus,Southbank,Seats - Indoor,140,144.966262253,-37.82066924,Other Cuisines
The Deck,Southbank,Seats - Outdoor,20,144.966262253,-37.82066924,Other Cuisines
The Deck,Southbank,Seats - Indoor,30,144.966262253,-37.82066924,Other Cuisines
Red Emperor,Southbank,Seats - Outdoor,50,144.966262253,-37.82066924,Other Cuisines
Red Emperor,Southbank,Seats - Indoor,100,144.966262253,-37.82066924,Other Cuisines
Bluetrain,Southbank,Seats - Indoor,180,144.966262253,-37.82066924,Other Cuisines
Commodity Cafe,Melbourne (Remainder),Seats - Outdoor,28,144.977676928,-37.83949217,Cafe / Coffee Shop
In a Rush,Melbourne (Remainder),Seats - Indoor,50,144.979362332,-37.8441033,Other Cuisines
18 Pence Lane,Docklands,Seats - Outdoor,50,144.944965024,-37.82470448,Other Cuisines
18 Pence Lane,Docklands,Seats - Indoor,32,144.944965024,-37.82470448,Other Cuisines
Pizze Societe,Docklands,Seats - Outdoor,66,144.941274287,-37.82354217,Other Cuisines
Pizze Societe,Docklands,Seats - Indoor,34,144.941274287,-37.82354217,Other Cuisines
Mad Duck Cafe,Docklands,Seats - Indoor,24,144.943550585,-37.82438863,Cafe / Coffee Shop
Corniche,Docklands,Seats - Outdoor,50,144.943550585,-37.82438863,Other Cuisines
The Espressonist,Docklands,Seats - Indoor,100,144.943550585,-37.82438863,Cafe / Coffee Shop
Portside Deli,Port Melbourne,Seats - Indoor,44,144.918786228,-37.82221049,Other Cuisines
Pier 35 Bar & Grill,Port Melbourne,Seats - Indoor,90,144.905238246,-37.82481657,Western / Pub / Bistro
Pier 35 Bar & Grill,Port Melbourne,Seats - Outdoor,90,144.905238246,-37.82481657,Western / Pub / Bistro
Q Tea Kitchen,Port Melbourne,Seats - Indoor,22,144.920988022,-37.82600955,Cafe / Coffee Shop
Ootoro,Port Melbourne,Seats - Outdoor,30,144.920988022,-37.82600955,Other Cuisines
24 Atoms,Port Melbourne,Seats - Outdoor,40,144.920988022,-37.82600955,Other Cuisines
Mr & Mrs Pickles,Port Melbourne,Seats - Outdoor,12,144.910585822,-37.82634273,Other Cuisines
Bonnie & Duke Cafe,Port Melbourne,Seats - Outdoor,8,144.905021319,-37.82653298,Cafe / Coffee Shop
Sabre Cafe,Port Melbourne,Seats - Indoor,56,144.906335906,-37.82797655,Cafe / Coffee Shop
Infinite Wasabi,Southbank,Seats - Indoor,36,144.963375778,-37.82092509,Other Cuisines
DOC Southbank,Southbank,Seats - Indoor,45,144.963828622,-37.82082512,Other Cuisines
Dagwood Deli,Southbank,Seats - Outdoor,10,144.963828622,-37.82082512,Other Cuisines
Asado Bar y Grill,Southbank,Seats - Indoor,86,144.963828622,-37.82082512,Western / Pub / Bistro
Old Man Pho,Southbank,Seats - Indoor,18,144.962891358,-37.82104029,Vietnamese
Left Bank Melbourne,Southbank,Seats - Indoor,100,144.962891358,-37.82104029,Other Cuisines
Breslin Bar And Grill,Southbank,Seats - Outdoor,100,144.962891358,-37.82104029,Western / Pub / Bistro
BondStore Cafe,Southbank,Seats - Outdoor,14,144.963874356,-37.82193588,Cafe / Coffee Shop
The Meat & Wine Co,Southbank,Seats - Indoor,280,144.962153946,-37.82167833,Other Cuisines
Ruteni,Southbank,Seats - Indoor,36,144.962153946,-37.82167833,Other Cuisines
McDonalds,Southbank,Seats - Indoor,82,144.962153946,-37.82167833,Other Cuisines
Blossom Espresso,Southbank,Seats - Outdoor,10,144.962153946,-37.82167833,Cafe / Coffee Shop
Upstanding Citizens,Southbank,Seats - Indoor,70,144.962642984,-37.82221927,Other Cuisines
Spice Temple,Southbank,Seats - Indoor,415,144.958660189,-37.82312164,Other Cuisines
Rosetta,Southbank,Seats - Indoor,88,144.958660189,-37.82312164,Other Cuisines
Merrywell Bar and Dining / Merrywell Burger Bar,Southbank,Seats - Outdoor,64,144.958660189,-37.82312164,Western / Pub / Bistro
Gochi,Southbank,Seats - Indoor,40,144.958660189,-37.82312164,Other Cuisines
Emporio Pizza & Pasta,Southbank,Seats - Indoor,150,144.958660189,-37.82312164,Italian
Cervo,Southbank,Seats - Outdoor,44,144.958660189,-37.82312164,Other Cuisines
Cervo,Southbank,Seats - Indoor,72,144.958660189,-37.82312164,Other Cuisines
Bistro Guillaume,Southbank,Seats - Indoor,70,144.958660189,-37.82312164,Western / Pub / Bistro
Baci,Southbank,Seats - Indoor,120,144.958660189,-37.82312164,Other Cuisines
Tia To Vietnamese Restaurant,Southbank,Seats - Indoor,112,144.958660189,-37.82312164,Vietnamese
Silks,Southbank,Seats - Indoor,170,144.958660189,-37.82312164,Other Cuisines
Evergreen Lounge,Southbank,Seats - Indoor,100,144.958660189,-37.82312164,Other Cuisines
Bohemian Wine Bar,Southbank,Seats - Indoor,85,144.952378154,-37.82539976,Western / Pub / Bistro
Dock 37 Bar & Kitchen,Southbank,Seats - Outdoor,60,144.952378154,-37.82539976,Western / Pub / Bistro
The Boatbuilders Yard,Southbank,Seats - Outdoor,336,144.953499517,-37.82437522,Other Cuisines
The Boatbuilders Yard,Southbank,Seats - Indoor,150,144.953499517,-37.82437522,Other Cuisines
Plus 5,Southbank,Seats - Indoor,65,144.95033362,-37.82409302,Other Cuisines
Subway,Southbank,Seats - Indoor,30,144.958342688,-37.82559018,Other Cuisines
Mesh,Southbank,Seats - Indoor,350,144.95977678,-37.82385378,Other Cuisines
Ten BBQ & Hotpot Buffet,Southbank,Seats - Indoor,110,144.963252968,-37.82376393,Chinese
Rozas Kitchen,Southbank,Seats - Indoor,35,144.963252968,-37.82376393,Other Cuisines
Malay Momma,Southbank,Seats - Indoor,50,144.963728712,-37.82409347,Other Cuisines
Mezzi Bar,Southbank,Seats - Indoor,40,144.966881293,-37.82169185,Western / Pub / Bistro
Olmate’s Southbank,Southbank,Seats - Outdoor,12,144.965827262,-37.82280752,Other Cuisines
The Terrace,Melbourne (Remainder),Seats - Outdoor,75,144.980372356,-37.83016975,Other Cuisines
Matilda 159,South Yarra,Seats - Indoor,50,144.981451767,-37.83428436,Other Cuisines
Botanical Hotel,South Yarra,Seats - Outdoor,50,144.981699536,-37.83431735,Western / Pub / Bistro
No 179 Domain,South Yarra,Seats - Indoor,21,144.982036345,-37.83431435,Other Cuisines
My Serendipity Cafe,Melbourne (Remainder),Seats - Indoor,18,144.982663953,-37.84633593,Cafe / Coffee Shop
Cafe Alfretti,Melbourne (Remainder),Seats - Outdoor,50,144.982663953,-37.84633593,Cafe / Coffee Shop
Tradeblock Cafe,Melbourne (Remainder),Seats - Outdoor,20,144.981958874,-37.84971031,Cafe / Coffee Shop
Ho Ho's Canteen,Parkville,Seats - Indoor,50,144.958681046,-37.78398214,Other Cuisines
Mornin Vietnam,Parkville,Seats - Outdoor,12,144.958562594,-37.7849288,Vietnamese
Cafe Piccolina,Parkville,Seats - Outdoor,28,144.9556719,-37.79525038,Cafe / Coffee Shop
Sargon Food And Coffee,Parkville,Seats - Outdoor,15,144.956578445,-37.80009421,Cafe / Coffee Shop
Super 8,Parkville,Seats - Indoor,200,144.956578445,-37.80009421,Other Cuisines
The Loft @ VCCC,Parkville,Seats - Indoor,70,144.956578445,-37.80009421,Other Cuisines
The Loft @ VCCC,Parkville,Seats - Outdoor,100,144.956578445,-37.80009421,Other Cuisines
Isabella,Parkville,Seats - Outdoor,36,144.955040398,-37.79885182,Other Cuisines
Bocca Foods,Parkville,Seats - Indoor,50,144.956063257,-37.79746671,Other Cuisines
STREAT,Parkville,Seats - Indoor,40,144.944996037,-37.77749378,Other Cuisines
STREAT,Parkville,Seats - Outdoor,12,144.944996037,-37.77749378,Other Cuisines
Poplar's,Parkville,Seats - Indoor,32,144.947935334,-37.77810275,Other Cuisines
State Netball & Hockey Centre Cafe,Parkville,Seats - Indoor,60,144.947631929,-37.78541877,Cafe / Coffee Shop
Lakeside Bistro And Function Centre,Parkville,Seats - Indoor,118,144.951432112,-37.78427658,Western / Pub / Bistro
Chaipoint By Bombay Bar,Docklands,Seats - Indoor,18,144.952339293,-37.81815357,Western / Pub / Bistro
Gaslight Project,Docklands,Seats - Indoor,30,144.952339293,-37.81815357,Other Cuisines
Supagrind,Docklands,Seats - Indoor,40,144.952339293,-37.81815357,Other Cuisines
Coffee Rush,Docklands,Seats - Outdoor,9,144.951186966,-37.81501701,Cafe / Coffee Shop
Starbucks,Docklands,Seats - Outdoor,16,144.951186966,-37.81501701,Cafe / Coffee Shop
The Coffee Club,Docklands,Seats - Indoor,70,144.951186966,-37.81501701,Cafe / Coffee Shop
My Koala Restaurant And Bar,Docklands,Seats - Indoor,18,144.944961198,-37.81396231,Western / Pub / Bistro
Bito Beans,Docklands,Seats - Outdoor,8,144.944961198,-37.81396231,Other Cuisines
Story Coffee & Foodstore,Docklands,Seats - Indoor,16,144.949373281,-37.81733573,Cafe / Coffee Shop
Harbour Cafe,Docklands,Seats - Outdoor,20,144.947217029,-37.81817241,Cafe / Coffee Shop
Pizzarium,Docklands,Seats - Indoor,16,144.947217029,-37.81817241,Italian
De Gusto,Docklands,Seats - Indoor,35,144.947217029,-37.81817241,Other Cuisines
De Gusto,Docklands,Seats - Outdoor,8,144.947217029,-37.81817241,Other Cuisines
Katsu House,Docklands,Seats - Indoor,14,144.947217029,-37.81817241,Other Cuisines
Katsu House,Docklands,Seats - Outdoor,10,144.947217029,-37.81817241,Other Cuisines
Focaccino,Docklands,Seats - Indoor,60,144.949017581,-37.81792089,Other Cuisines
Kebab & Gozleme Cafe,Docklands,Seats - Indoor,30,144.947975341,-37.81925128,Middle Eastern
St Brew,Docklands,Seats - Outdoor,69,144.950870472,-37.81949296,Other Cuisines
St Brew,Docklands,Seats - Indoor,128,144.950870472,-37.81949296,Other Cuisines
Asuka Sushi,Docklands,Seats - Outdoor,18,144.950258352,-37.81864991,Japanese
Asuka Sushi,Docklands,Seats - Indoor,28,144.950258352,-37.81864991,Japanese
Gokotta Kaffe,Docklands,Seats - Indoor,43,144.950801172,-37.82153057,Other Cuisines
Bluebag Fresh,Docklands,Seats - Indoor,19,144.951576469,-37.82019801,Other Cuisines
The Hof Downtown,Docklands,Seats - Outdoor,40,144.948951865,-37.81914692,Other Cuisines
The Hof Downtown,Docklands,Seats - Indoor,153,144.948951865,-37.81914692,Other Cuisines
O-Bento,Docklands,Seats - Indoor,62,144.948951865,-37.81914692,Japanese
Nine Elephants Thai Restaurant,Docklands,Seats - Indoor,32,144.948951865,-37.81914692,Thai
Coffee & Toast Co,Docklands,Seats - Indoor,51,144.948951865,-37.81914692,Cafe / Coffee Shop
Lily li,Docklands,Seats - Indoor,50,144.950091314,-37.82068417,Other Cuisines
Upstanding Citizens,Docklands,Seats - Indoor,56,144.94943448,-37.82089145,Other Cuisines
Mr Collins,Docklands,Seats - Indoor,51,144.94943448,-37.82089145,Other Cuisines
